validator,validator_name,cum_votes_update
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,36217130.66780068
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,23507113.20627412
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,18913242.13806177
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,18461121.54499238
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,17022215.55768141
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,14867096.37177967
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,Binance Node,14348161.33452428
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,14163833.62110114
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,11840563.97677993
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,11773849.06994113
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,9383893.06689695
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7275878.50302003
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7257253.08968272
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,7136073.62609285
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,7101771.14423426
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6840684.98928501
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,6811361.20081833
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6649069.08464471
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,6433226.9523556
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,6362448.21725867
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,5871030.91631545
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,5558298.79052736
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5411437.58896241
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),5408279.98038238
