rank,name,address,delegation,bond,power
1,ICON Foundation,hx0b047c751658f7ce1b2595da34d57a0e7dad357d,37622527.56203621,2000000.0,39622527.56203621
2,Lydia Labs,hxfba37e91ccc13ec1dab115811f73e429cde44d48,22923639.389753897,1156415.4028,23128308.056
3,GangstaBet,hx3c58970034d5a923aa95058365450feed28979a2,21831031.470113907,1134020.1914,22680403.828
4,ICONFi,hxf680ae11372c48afebbce77c9d8de455e1acc18a,19502999.985394422,1009034.3607,20180687.214
5,Binance Node,hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,19858042.104922976,1000000.01,20000000.2
6,Everstake,hx8e6dcffdf06f850af5d372ac96389135e17d56d3,21325157.69463777,986691.713,19733834.26
7,ICONOsphere,hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,15984818.209951648,685406.8057,13708136.114
8,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,13865002.934249764,624383.2596,12487665.192
9,ICON Asset Management,hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,11356345.416855978,615105.513,11971450.929855978
10,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,9478443.046764137,488742.7483,9774854.966
11,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,12290681.372450361,482114.4866,9642289.732
12,ICONLOOP,hxe44c986d1c6013c8cafc35edcbd6937985641fce,8431056.25141646,1000000.0,9431056.25141646
13,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,14880408.309398828,430000.0,8600000.0
14,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,7819359.077850525,399053.176,7981063.52
15,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,6682939.472178017,364082.1361,7047021.608278017
16,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,6572026.29854278,421706.8438,6993733.14234278
17,sudoblock,hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,7165112.785493524,320000.0,6400000.0
18,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,6003133.620065487,359086.405,6362220.025065487
19,RHIZOME,hx4a43790d44b07909d20fbcc233548fc80f7a4067,5606094.8369345805,287388.3997,5747767.994
20,ICON Pinas,hx0a72c03881451a6270d4895f756085470fc311e4,5875572.995384705,280882.0,5617640.0
21,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,5008200.584684472,468444.6114,5476645.196084471
22,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,4721329.542551876,273267.9204,4994597.462951876
