validator,validator_name,cum_votes_update
hxf5a52d659df00ef0517921647516daaf7502a728,binance node,52974312.01921381
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,ICON Foundation,37343049.6280566
hxfba37e91ccc13ec1dab115811f73e429cde44d48,ICX_Station,24557391.00227396
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,ICONOsphere,18773186.10049806
hx28c08b299995a88756af64374e13db2240bc3142,PARROT9,17680126.01333342
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,ICON Asset Management,16531423.19249202
hxf680ae11372c48afebbce77c9d8de455e1acc18a,ICONFi,15722674.13494069
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,ICON DAO,11690036.73639059
hxff6437443e7ed76d2d7f97f0d28d7ae1071bd0bb,Spartan Node,11627275.87356873
hx3c58970034d5a923aa95058365450feed28979a2,GangstaBet,8716120.86894848
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,Everstake,7982357.17011698
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,Protokol7,7975988.89591631
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,7820189.56192317
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,6866303.60166479
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,ICONation,6744969.68559308
hx6f89b2c25c15f6294c79810221753131067ed3f8,Staky.io (ex Sharpn),6691719.95313676
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,Geometry Labs,6586462.66607677
hxb11448743cbb63fcf29609401cdc5782793be211,ICONbet Community,6584957.62556993
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,MouseBelt | Multi.io,6569505.20396034
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,Metanyx,6240800.32554729
hx3499cbe7a9c81b412243cac8c4e163d2e4ccb20c,Trustseers,6162930.57464034
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,5756307.03024861
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin,5625973.98252052
hx5cb1e6d96eb1db986cee37a0a23a796de802a4bc,Atomic Wallet,4170636.02224378
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,4126926.46713175
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,Mineable,4015969.94753808
hx0a72c03881451a6270d4895f756085470fc311e4,ICON Pinas,3954449.0255804
hx8d7f98f88560fc957d410afb53c5b269bebc8799,Arcade Node,3736828.76243541
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,NEOPLY,3248317.16848995
hxd5059fec8665bc7b769f4893aef65cf00049377a,ICON Hyperconnect,3048701.26484308
hx31c429608c74501de13df5fea30bf1674460be50,HugoByte,3031135.08162728
hx70f9a54bccc5295e4adecbe98d9a291bef4ff9a9,ICON Forge,2869509.81558255
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,2530485.39521531
hxe8767c80a009c7bb8344d81c430144463cbb325e,ICONTROL,2483225.62922944
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,InterBlock,2382952.18003137
hx3911d68483684abee3bf0be488aaac7bbaf8d4d2,Band Protocol,2356742.34563695
hxa69031aef1bbb11ea0ee3647b278c158ecdab767,Danal,2289783.38520789
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,Citadel.one,2184227.6658774
hxaf6f61827901d7c4674cf5d2ddbbca2bdae72faf,ICONoscope,2039703.29687526
hx80a3bb927f9edc899f98eb46bd7a7c601da12980,Unifi Protocol,1960142.12856644
hxd6f20327d135cb0227230ab98792173a5c97b03e,ICONPLUS,1873881.30332998
hx9fa9d224306b0722099d30471b3c2306421aead7,Espanicon,1807717.98073455
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,1659093.99816536
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,ICX Belgium,1252309.86684859
hx1cb5883939f2fd478e92da1260438aa1f03440ca,ICON Sweden,1241912.92811351
hx48b3ed0161c639a4b9ec8f2277cc5ab338af7c9a,Alice,1076729.96695016
hx3ec5c0c906e857de231a7ae16e49ab92c5708699,ICX_Stratos,1057095.87767363
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,TNTXT,1003363.95349081
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,909739.62517769
hxfac9169f5ee9d3c85c190cfa1208ca45540dcf38,MinerGate,909682.55107501
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,830850.14346254
hxf6672e670d2b5816061da22231f3a90f0b5955b5,ICON Chicago,821739.99417205
hx42c103859f2cc380bacb5b0ad3b058d7fe57f430,ICON Oasis,797853.19387169
hxca60d4371ad90d624dc7119f81009d799c168aa1,devshack,786963.35818663
hx9cdb5bd98a1d757ce195a99c6273833b80b51c28,Catena,773427.49312221
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),772668.2645088
hx02645148d0887cd1daf345e3eabf8871780398e5,ICONLEO (TOP 5 Voters receive bonus 80% of prep daily rewards),763511.21328998
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,block42,736884.19778355
hxc5e0b88cb9092bbd8b004a517996139334752f62,Foundry Box Media,724695.74930536
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,700435.02721335
hxa92cb92cf29a2e4a7433ebd9103c15b7e71cbafd,DEMOS,699608.06916915
hx30af89a52479d8ce8ac6682651203750d639a20f,ICONologist,669525.26357837
hx040b667627bbd02619e89439fab48b053e71c666,ICX Australia,602392.26500471
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,DSNC,569021.36256937
hx2cf560d42b3b505314c526336dad5d1f624bdb1f,Blockchain at Berkeley,548630.59209303
hx5b97bbec2e555289351806103833a465b7fbbd47,Blockmove,527511.59995373
hx55f2cc3244350085734f4e405f761ecf3d2095b3,Staked Tech,510918.13586547
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,Deblock with STAYGE,500483.6936691
hxa615b432cb84c3f2ed22194b32df317b474ec2c9,HOLA ICON,496762.25120507
hx60ad5da1c0eb80f52ef7be5b07e590108078a96e,ICXburners  (We burn our node rewards!),493507.18090672
hxec5e4136ddbf8e9aa119694b95d1baeecf947ee9,Transform Group,484884.46202733
hx6fefe6d0174357ba1c8f086a54ab1b277064e65f,Coda Labs,454370.19998726
hx50040d39a04b7bc9197e9784779f07f9a6887811,ICON Labs,452623.84875956
hx9571df0bd727ce18adc177e8fd6bc45f885b3382,Newroad,437435.33317007
hxf0e7b39f0d43591c9a5c823eb19b90462fa51c30,ICON France,421378.35229541
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,413032.26937497
hx54ebaf568d1d3e61a4ff7d648d3e5cb7ff6179ce,ICON Spark,412064.1362666
hxd19d4bc5a9eef4e044d83abc82d903ac80504ac8,ICON BOOM,399283.09506397
hx475e37c2decf56f5bf678060e3937c944921ccba,ICON London,390547.59410513
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,386453.52670322
hxbf0f9646b09b0e0943ed768795c0d6c32a758d35,ICON USA,373051.99892137
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,ICON Guide Star,367642.27166434
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,PiconbelloDAO,356467.0816624
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,icon-node-NL,356339.82066583
hx0315df35eef97e1e73f1a72b1e78ff7f28ba3176,Blockheads Development,352281.23072113
hxd2de5d155251ff62bf2f6c2aa616da6472886165,Chainode Tech,347895.12938456
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,347643.44467659
hxdb0266079cb558e14b41ad7125b729c2c96b2d36,Midos / EPICX,344651.01631412
hxe0df49d9382805d4dfa24487e8ef31165fe782c0,loop57,341600.28356367
hx21a916b7a01b900861ca3f3b7ac76ba316169f8c,GangstaApe,340557.36761425
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,340555.42205089
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,332133.44722457
hx05493cc93caf332f46715411e12c927750d210b6,ICX Malta,323607.6000692
hx004783f10b0bd56764535cf931650dfe6d42cd9e,DELIGHT,314085.91167696
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},312095.60900726
hx69d49e8365659d7771f7e721d7f9b04367212557,ICON 4 ALL,281627.92658005
hx5f4e22b12f50da1927660eaafb87aa8a1bc91610,ICON WHALE,277262.33115979
hxfbddc0f1c0ab85e59578de4b883cdcf94ab33694,Bara-Node,276658.33896386
hx55d5b995fca77274cab59c850803f9ec3e00421f,Orangebloc,252968.54544741
hx8e882ac085ca90e5ef19364ffda6646acceed3b8,Icon Panda,193714.50128774
hxc1717a36b5288b92586b93d3c20f247b2bab1a26,ICONPool,190487.10796746
hxd00b8fe10deb49aa291a9b2cb460779fc622fa12,ICON4Education,184404.1967275
hx3571351614f64721081996247e53f6436ed05e55,ICONNECT-Global,137444.13882441
hxadad43bd60785979ed2ecea55df1eb8049162b04,Gilga Capital (NEW - LETS GROW ICON),92982.12038888
hxd243919468353a59250114d3ea891de8486f37c0,Iconserve,89818.0121604
hx42805d6c22012d5bd56cdab423da9fde5850622f,Noris,87124.6762
hxa19a398f4941abed1d0af82fb2f6081b76f29107,A_Block,85725.39069582
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,HypoICON,84740.48543652
hxf85e4d956f1dfad8d713421ab58b24863c28b28a,DRAICON BALL,83554.61097638
hx1be230522449d87274fa8f326fed22e3cacfe4c0,ICON Thailand,69014.97140304
hx800853ad662997466bd41653329ba97a2ed1f838,ICON Econ,67068.48946881
hxecf2a15a708dde0cf35aedb22344bd0fe0f88f98,manifest-icon,66525.52396523
hx6f09a1d35ea1f22467df4f0d04a78b4422dcd30e,FOCUS,65092.31304573
hx2f8b9e265975bd6d99c6ea45219105174e8674d8,iconic innovation,62719.11870041
hx704cf476389a2e3ab13ca33eeea9480ee172cf60,ICON Russia,60311.32853063
hx0d0882a489794eeb9d176bcc80b664ff9d54e616,CCBR_POSTECH,54773.3869
hxfe9a226b2910584cebd9596e4effd8a8c0e3e039,Nodeasy.com,51355.71945907
hxd5ff5a97308534af8234bfe78fd979e74d9f2920,X-node,48336.63883913
hxa1c5965588ea0615e64313a770c20b069033db7b,OZYS node,46801.47975076
hxc7a057d0cbb75606352ec8cc698267b7247cc100,Cardinal,41955.17772783
hxe36c036b294cd8a7dc511d7f58c541cdc93704bb,ICONSG,36106.86426527
hx29fbc9cfb184d75d74cab33c70820a696998b596,VOTE for PREP DEVSHACK,31751.41990849
hxf825b64910cdbe57c6f8afb9dd235b10b884eac5,Azabu Research,30949.19699193
hx35760c56a8e3942a3e4e5cc2ba78b18502b4f421,FOMO MASTERNODE,30575.41384492
hx77b13a82be3a1bd2a71dd389bdfa624a59e8ff2b,InfStones,30476.75037488
hx6deee24065b8fa75298b0a22c5a221e2587ba09d,Sunrise,30156.84519315
hx5c6713beb2ff74c9b9d64e0216f33a79929ab4b6,StakeBowl,30114.8907
hxa224bb59e9ba930f3919b57feef7656f1139d24b,Catalyst,29225.44114443
hxd17cc393d0b0a59f0a03e4fb4ac1ab196743162f,Hermes Greece,28099.59841557
hx352a4b557e9035f89b237fe85d6bb92f517fdbd7,Hourglass,25314.11687677
hx34f817bad3d0554da6c6642b06056bda32b06396,GagarinCrypto,22052.14024704
hxa5772c57dd9c67ed09578270847de6fc2bf73b53,Wiz node,21436.71901491
hxa83c659bcebca1c6cbf9a94477a7005d09461569,ICXmerch,21093.07868094
hx03b3f70f1a5acdd9cd5967460a665092c921411a,neo_icon,20151.3586
hxbb5355790905d790dff2aa04de5ff786a5211958,Xangle,20008.88222311
hx958eb3e5e9e41e53d000f684af78fd7384f2fe12,Yudus Lab,18995.2617
hxb58637355ffd78ac0a66bb3be8c038712fc5912b,IFnLIFE,17875.6630688
hxab1b04e7975ed14074bbbd530333e815c4f36340,The Iconist,17699.40262178
hx9d068caab70c41f7ddf3ab3d9bcce8a8dbffa089,Noris [New Node],17135.0499
hxd4f3fc3fbdc475874285abf9459119f8dede31dd,Sicko Node,16418.96690909
